TIME	TEMP
2015-1-13T3:59:3Z	2.500
2015-1-13T3:59:14Z	2.500
2015-1-13T3:59:25Z	2.500
2015-1-13T3:59:36Z	2.500
2015-1-13T3:59:48Z	2.500
2015-1-13T3:59:59Z	2.562
2015-1-13T4:0:10Z	2.500
2015-1-13T4:0:21Z	2.500
2015-1-13T4:0:32Z	2.500
2015-1-13T4:0:43Z	2.500
2015-1-13T4:0:54Z	2.500
2015-1-13T4:1:5Z	2.500
2015-1-13T4:1:16Z	2.437
2015-1-13T4:1:27Z	2.562
2015-1-13T4:1:38Z	2.500
2015-1-13T4:1:49Z	2.500
2015-1-13T4:2:0Z	2.500
2015-1-13T4:2:12Z	2.500
2015-1-13T4:2:23Z	2.562
2015-1-13T4:2:34Z	2.562
2015-1-13T4:2:45Z	2.562
2015-1-13T4:2:56Z	2.562
2015-1-13T4:3:7Z	2.562
2015-1-13T4:3:18Z	2.562
2015-1-13T4:3:29Z	2.562
2015-1-13T4:3:40Z	2.500
2015-1-13T4:3:51Z	2.500
2015-1-13T4:4:2Z	2.437
2015-1-13T4:4:13Z	2.500
2015-1-13T4:4:24Z	2.500
2015-1-13T4:4:35Z	2.500
2015-1-13T4:4:47Z	2.437
2015-1-13T4:4:58Z	2.437
2015-1-13T4:5:9Z	2.500
2015-1-13T4:5:20Z	2.500
2015-1-13T4:5:31Z	2.500
2015-1-13T4:5:42Z	2.500
2015-1-13T4:5:53Z	2.500
2015-1-13T4:6:4Z	2.500
2015-1-13T4:6:15Z	2.500
2015-1-13T4:6:26Z	2.500
2015-1-13T4:6:37Z	2.500
2015-1-13T4:6:48Z	2.562
2015-1-13T4:6:59Z	2.500
2015-1-13T4:7:10Z	2.500
2015-1-13T4:7:22Z	2.437
2015-1-13T4:7:33Z	2.500
2015-1-13T4:7:44Z	2.562
2015-1-13T4:7:55Z	2.500
2015-1-13T4:8:6Z	2.500
2015-1-13T4:8:17Z	2.500
2015-1-13T4:8:28Z	2.500
2015-1-13T4:8:39Z	2.562
2015-1-13T4:8:50Z	2.500
2015-1-13T4:9:1Z	2.500
2015-1-13T4:9:12Z	2.500
2015-1-13T4:9:23Z	2.562
2015-1-13T4:9:34Z	2.562
2015-1-13T4:9:45Z	2.562
2015-1-13T4:9:57Z	2.562
2015-1-13T4:10:8Z	2.500
2015-1-13T4:10:19Z	2.562
2015-1-13T4:10:30Z	2.562
2015-1-13T4:10:41Z	2.500
2015-1-13T4:10:52Z	2.500
2015-1-13T4:11:3Z	2.500
2015-1-13T4:11:14Z	2.500
2015-1-13T4:11:25Z	2.500
2015-1-13T4:11:36Z	2.437
2015-1-13T4:11:47Z	2.437
2015-1-13T4:11:58Z	2.500
2015-1-13T4:12:9Z	2.500
2015-1-13T4:12:20Z	2.500
2015-1-13T4:12:32Z	2.437
2015-1-13T4:12:43Z	2.500
2015-1-13T4:12:54Z	2.437
2015-1-13T4:13:5Z	2.500
2015-1-13T4:13:16Z	2.437
2015-1-13T4:13:27Z	2.437
2015-1-13T4:13:38Z	2.437
2015-1-13T4:13:49Z	2.437
2015-1-13T4:14:0Z	2.437
2015-1-13T4:14:11Z	2.500
2015-1-13T4:14:22Z	2.437
2015-1-13T4:14:33Z	2.500
2015-1-13T4:14:44Z	2.375
2015-1-13T4:14:55Z	2.437
2015-1-13T4:15:7Z	2.437
2015-1-13T4:15:18Z	2.437
2015-1-13T4:15:29Z	2.375
2015-1-13T4:15:40Z	2.312
2015-1-13T4:15:51Z	2.250
2015-1-13T4:16:2Z	2.250
2015-1-13T4:16:13Z	2.125
2015-1-13T4:16:24Z	2.125
2015-1-13T4:16:35Z	2.062
2015-1-13T4:16:46Z	2.062
2015-1-13T4:16:57Z	2.000
2015-1-13T4:17:8Z	2.000
2015-1-13T4:17:19Z	2.000
2015-1-13T4:17:30Z	2.000
2015-1-13T4:17:42Z	1.937
2015-1-13T4:17:53Z	1.937
2015-1-13T4:18:4Z	2.000
2015-1-13T4:18:15Z	1.937
2015-1-13T4:18:26Z	1.937
2015-1-13T4:18:37Z	1.937
2015-1-13T4:18:48Z	1.937
2015-1-13T4:18:59Z	1.875
2015-1-13T4:19:10Z	1.875
2015-1-13T4:19:21Z	1.875
2015-1-13T4:19:32Z	1.937
2015-1-13T4:19:43Z	2.000
2015-1-13T4:19:54Z	2.000
2015-1-13T4:20:5Z	2.062
2015-1-13T4:20:17Z	2.000
2015-1-13T4:20:28Z	2.000
2015-1-13T4:20:39Z	2.000
2015-1-13T4:20:50Z	2.000
2015-1-13T4:21:1Z	1.937
2015-1-13T4:21:12Z	2.000
2015-1-13T4:21:23Z	2.000
2015-1-13T4:21:34Z	1.937
2015-1-13T4:21:45Z	1.875
2015-1-13T4:21:56Z	1.875
2015-1-13T4:22:7Z	1.875
2015-1-13T4:22:18Z	1.875
2015-1-13T4:22:29Z	1.875
2015-1-13T4:22:40Z	1.875
2015-1-13T4:22:52Z	1.812
2015-1-13T4:23:3Z	1.875
2015-1-13T4:23:14Z	1.875
2015-1-13T4:23:25Z	1.812
2015-1-13T4:23:36Z	1.875
2015-1-13T4:23:47Z	1.875
2015-1-13T4:23:58Z	1.875
2015-1-13T4:24:9Z	1.875
2015-1-13T4:24:20Z	1.875
2015-1-13T4:24:31Z	1.875
2015-1-13T4:24:42Z	1.875
2015-1-13T4:24:53Z	1.875
2015-1-13T4:25:4Z	1.875
2015-1-13T4:25:15Z	1.812
2015-1-13T4:25:27Z	1.812
2015-1-13T4:25:38Z	1.812
2015-1-13T4:25:49Z	1.812
2015-1-13T4:26:0Z	1.812
2015-1-13T4:26:11Z	1.812
2015-1-13T4:26:22Z	1.812
2015-1-13T4:26:33Z	1.812
2015-1-13T4:26:44Z	1.812
2015-1-13T4:26:55Z	1.812
2015-1-13T4:27:6Z	1.812
2015-1-13T4:27:17Z	1.812
2015-1-13T4:27:28Z	1.812
2015-1-13T4:27:39Z	1.812
2015-1-13T4:27:51Z	1.812
2015-1-13T4:28:2Z	1.750
2015-1-13T4:28:13Z	1.812
2015-1-13T4:28:24Z	1.812
2015-1-13T4:28:35Z	1.812
2015-1-13T4:28:46Z	1.812
2015-1-13T4:28:57Z	1.812
2015-1-13T4:29:8Z	1.812
2015-1-13T4:29:19Z	1.812
2015-1-13T4:29:30Z	1.812
2015-1-13T4:29:41Z	1.812
2015-1-13T4:29:52Z	1.812
2015-1-13T4:30:3Z	1.812
2015-1-13T4:30:14Z	1.750
2015-1-13T4:30:25Z	1.750
2015-1-13T4:30:37Z	1.750
2015-1-13T4:30:48Z	1.812
2015-1-13T4:30:59Z	1.812
2015-1-13T4:31:10Z	1.812
2015-1-13T4:31:21Z	1.812
2015-1-13T4:31:32Z	1.750
2015-1-13T4:31:43Z	1.750
2015-1-13T4:31:54Z	1.750
2015-1-13T4:32:5Z	1.812
2015-1-13T4:32:16Z	1.750
2015-1-13T4:32:27Z	1.750
2015-1-13T4:32:38Z	1.687
2015-1-13T4:32:49Z	1.687
2015-1-13T4:33:0Z	1.687
2015-1-13T4:33:12Z	1.687
2015-1-13T4:33:23Z	1.750
2015-1-13T4:33:34Z	1.750
2015-1-13T4:33:45Z	1.750
2015-1-13T4:33:56Z	1.750
2015-1-13T4:34:7Z	1.750
2015-1-13T4:34:18Z	1.750
2015-1-13T4:34:29Z	1.687
2015-1-13T4:34:40Z	1.687
2015-1-13T4:34:51Z	1.687
2015-1-13T4:35:2Z	1.687
2015-1-13T4:35:13Z	1.687
2015-1-13T4:35:24Z	1.687
2015-1-13T4:35:35Z	1.687
2015-1-13T4:35:47Z	1.625
2015-1-13T4:35:58Z	1.687
2015-1-13T4:36:9Z	1.750
2015-1-13T4:36:20Z	1.687
2015-1-13T4:36:31Z	1.687
2015-1-13T4:36:42Z	1.687
2015-1-13T4:36:53Z	1.687
2015-1-13T4:37:4Z	1.687
2015-1-13T4:37:15Z	1.687
2015-1-13T4:37:26Z	1.750
2015-1-13T4:37:37Z	1.750
2015-1-13T4:37:48Z	1.687
2015-1-13T4:37:59Z	1.750
2015-1-13T4:38:10Z	1.687
2015-1-13T4:38:22Z	1.687
2015-1-13T4:38:33Z	1.687
2015-1-13T4:38:44Z	1.687
2015-1-13T4:38:55Z	1.687
2015-1-13T4:39:6Z	1.687
2015-1-13T4:39:17Z	1.687
2015-1-13T4:39:28Z	1.687
2015-1-13T4:39:39Z	1.687
2015-1-13T4:39:50Z	1.625
2015-1-13T4:40:1Z	1.625
2015-1-13T4:40:12Z	1.625
2015-1-13T4:40:23Z	1.687
2015-1-13T4:40:34Z	1.625
2015-1-13T4:40:45Z	1.625
2015-1-13T4:40:57Z	1.687
2015-1-13T4:41:8Z	1.625
2015-1-13T4:41:19Z	1.687
2015-1-13T4:41:30Z	1.687
2015-1-13T4:41:41Z	1.687
2015-1-13T4:41:52Z	1.687
2015-1-13T4:42:3Z	1.687
2015-1-13T4:42:14Z	1.687
2015-1-13T4:42:25Z	1.750
2015-1-13T4:42:36Z	1.687
2015-1-13T4:42:47Z	1.750
2015-1-13T4:42:58Z	1.687
2015-1-13T4:43:9Z	1.687
2015-1-13T4:43:20Z	1.750
2015-1-13T4:43:32Z	1.750
2015-1-13T4:43:43Z	1.750
2015-1-13T4:43:54Z	1.750
2015-1-13T4:44:5Z	1.750
2015-1-13T4:44:16Z	1.750
2015-1-13T4:44:27Z	1.750
2015-1-13T4:44:38Z	1.750
2015-1-13T4:44:49Z	1.750
2015-1-13T4:45:0Z	1.750
2015-1-13T4:45:11Z	1.687
2015-1-13T4:45:22Z	1.687
2015-1-13T4:45:33Z	1.687
2015-1-13T4:45:44Z	1.687
2015-1-13T4:45:55Z	1.687
2015-1-13T4:46:7Z	1.687
2015-1-13T4:46:18Z	1.687
2015-1-13T4:46:29Z	1.687
2015-1-13T4:46:40Z	1.687
2015-1-13T4:46:51Z	1.687
2015-1-13T4:47:2Z	1.687
2015-1-13T4:47:13Z	1.687
2015-1-13T4:47:24Z	1.625
2015-1-13T4:47:35Z	1.625
2015-1-13T4:47:46Z	1.625
2015-1-13T4:47:57Z	1.562
2015-1-13T4:48:8Z	1.625
2015-1-13T4:48:19Z	1.625
2015-1-13T4:48:30Z	1.625
2015-1-13T4:48:42Z	1.562
2015-1-13T4:48:53Z	1.562
2015-1-13T4:49:4Z	1.625
2015-1-13T4:49:15Z	1.625
2015-1-13T4:49:26Z	1.625
2015-1-13T4:49:37Z	1.625
2015-1-13T4:49:48Z	1.625
2015-1-13T4:49:59Z	1.562
2015-1-13T4:50:10Z	1.562
2015-1-13T4:50:21Z	1.625
2015-1-13T4:50:32Z	1.562
2015-1-13T4:50:43Z	1.625
2015-1-13T4:50:54Z	1.625
2015-1-13T4:51:5Z	1.625
2015-1-13T4:51:17Z	1.625
2015-1-13T4:51:28Z	1.687
2015-1-13T4:51:39Z	1.687
2015-1-13T4:51:50Z	1.750
2015-1-13T4:52:1Z	1.687
2015-1-13T4:52:12Z	1.687
2015-1-13T4:52:23Z	1.687
2015-1-13T4:52:34Z	1.687
2015-1-13T4:52:45Z	1.625
2015-1-13T4:52:56Z	1.625
2015-1-13T4:53:7Z	1.562
2015-1-13T4:53:18Z	1.562
2015-1-13T4:53:29Z	1.562
2015-1-13T4:53:40Z	1.562
2015-1-13T4:53:51Z	1.562
2015-1-13T4:54:3Z	1.562
2015-1-13T4:54:14Z	1.625
2015-1-13T4:54:25Z	1.625
2015-1-13T4:54:36Z	1.625
2015-1-13T4:54:47Z	1.625
2015-1-13T4:54:58Z	1.625
2015-1-13T4:55:9Z	1.625
2015-1-13T4:55:20Z	1.625
2015-1-13T4:55:31Z	1.625
2015-1-13T4:55:42Z	1.625
2015-1-13T4:55:53Z	1.625
2015-1-13T4:56:4Z	1.625
2015-1-13T4:56:15Z	1.625
2015-1-13T4:56:27Z	1.562
2015-1-13T4:56:38Z	1.625
2015-1-13T4:56:49Z	1.562
2015-1-13T4:57:0Z	1.562
2015-1-13T4:57:11Z	1.562
2015-1-13T4:57:22Z	1.562
2015-1-13T4:57:33Z	1.625
2015-1-13T4:57:44Z	1.625
2015-1-13T4:57:55Z	1.625
2015-1-13T4:58:6Z	1.625
2015-1-13T4:58:17Z	1.625
2015-1-13T4:58:28Z	1.625
2015-1-13T4:58:40Z	1.625
2015-1-13T4:58:51Z	1.625
2015-1-13T4:59:2Z	1.625
2015-1-13T4:59:13Z	1.625
2015-1-13T4:59:24Z	1.562
2015-1-13T4:59:35Z	1.625
2015-1-13T4:59:46Z	1.625
2015-1-13T4:59:57Z	1.625
2015-1-13T5:0:8Z	1.625
2015-1-13T5:0:19Z	1.625
2015-1-13T5:0:30Z	1.625
2015-1-13T5:0:41Z	1.625
2015-1-13T5:0:52Z	1.562
2015-1-13T5:1:4Z	1.625
2015-1-13T5:1:15Z	1.562
2015-1-13T5:1:26Z	1.562
2015-1-13T5:1:37Z	1.562
2015-1-13T5:1:48Z	1.562
2015-1-13T5:1:59Z	1.562
2015-1-13T5:2:10Z	1.562
2015-1-13T5:2:21Z	1.562
2015-1-13T5:2:32Z	1.562
2015-1-13T5:2:43Z	1.562
2015-1-13T5:2:54Z	1.562
2015-1-13T5:3:5Z	1.562
2015-1-13T5:3:16Z	1.562
2015-1-13T5:3:27Z	1.562
2015-1-13T5:3:39Z	1.562
2015-1-13T5:3:50Z	1.562
2015-1-13T5:4:1Z	1.562
2015-1-13T5:4:12Z	1.500
2015-1-13T5:4:23Z	1.500
2015-1-13T5:4:34Z	1.437
2015-1-13T5:4:45Z	1.437
2015-1-13T5:4:56Z	1.500
2015-1-13T5:5:7Z	1.500
2015-1-13T5:5:18Z	1.437
2015-1-13T5:5:29Z	1.437
2015-1-13T5:5:40Z	1.437
2015-1-13T5:5:51Z	1.437
2015-1-13T5:6:2Z	1.437
2015-1-13T5:6:14Z	1.437
2015-1-13T5:6:25Z	1.437
2015-1-13T5:6:36Z	1.437
2015-1-13T5:6:47Z	1.500
2015-1-13T5:6:58Z	1.500
2015-1-13T5:7:9Z	1.500
2015-1-13T5:7:20Z	1.500
2015-1-13T5:7:31Z	1.500
2015-1-13T5:7:42Z	1.562
2015-1-13T5:7:53Z	1.562
2015-1-13T5:8:4Z	1.562
2015-1-13T5:8:15Z	1.562
2015-1-13T5:8:26Z	1.562
2015-1-13T5:8:37Z	1.562
2015-1-13T5:8:49Z	1.562
2015-1-13T5:9:0Z	1.562
2015-1-13T5:9:11Z	1.625
2015-1-13T5:9:22Z	1.562
2015-1-13T5:9:33Z	1.562
2015-1-13T5:9:44Z	1.562
2015-1-13T5:9:55Z	1.625
2015-1-13T5:10:6Z	1.625
2015-1-13T5:10:17Z	1.625
2015-1-13T5:10:28Z	1.625
2015-1-13T5:10:39Z	1.625
2015-1-13T5:10:50Z	1.687
2015-1-13T5:11:1Z	1.687
2015-1-13T5:11:12Z	1.625
2015-1-13T5:11:24Z	1.625
2015-1-13T5:11:35Z	1.625
2015-1-13T5:11:46Z	1.562
2015-1-13T5:11:57Z	1.562
2015-1-13T5:12:8Z	1.562
2015-1-13T5:12:19Z	1.625
2015-1-13T5:12:30Z	1.562
2015-1-13T5:12:41Z	1.562
2015-1-13T5:12:52Z	1.562
2015-1-13T5:13:3Z	1.562
2015-1-13T5:13:14Z	1.562
2015-1-13T5:13:25Z	1.625
2015-1-13T5:13:36Z	1.625
2015-1-13T5:13:47Z	1.625
2015-1-13T5:13:59Z	1.625
2015-1-13T5:14:10Z	1.625
2015-1-13T5:14:21Z	1.625
2015-1-13T5:14:32Z	1.562
2015-1-13T5:14:43Z	1.562
2015-1-13T5:14:54Z	1.625
2015-1-13T5:15:5Z	1.625
2015-1-13T5:15:16Z	1.562
2015-1-13T5:15:27Z	1.625
2015-1-13T5:15:38Z	1.562
2015-1-13T5:15:49Z	1.625
2015-1-13T5:16:0Z	1.625
2015-1-13T5:16:11Z	1.625
2015-1-13T5:16:22Z	1.625
2015-1-13T5:16:34Z	1.562
2015-1-13T5:16:45Z	1.562
2015-1-13T5:16:56Z	1.562
2015-1-13T5:17:7Z	1.562
2015-1-13T5:17:18Z	1.562
2015-1-13T5:17:29Z	1.562
2015-1-13T5:17:40Z	1.562
2015-1-13T5:17:51Z	1.500
2015-1-13T5:18:2Z	1.500
2015-1-13T5:18:13Z	1.500
2015-1-13T5:18:24Z	1.500
2015-1-13T5:18:35Z	1.500
2015-1-13T5:18:46Z	1.500
2015-1-13T5:18:57Z	1.500
2015-1-13T5:19:9Z	1.500
2015-1-13T5:19:20Z	1.500
2015-1-13T5:19:31Z	1.500
2015-1-13T5:19:42Z	1.500
2015-1-13T5:19:53Z	1.437
2015-1-13T5:20:4Z	1.437
2015-1-13T5:20:15Z	1.437
2015-1-13T5:20:26Z	1.437
2015-1-13T5:20:37Z	1.500
2015-1-13T5:20:48Z	1.437
2015-1-13T5:20:59Z	1.437
2015-1-13T5:21:10Z	1.437
2015-1-13T5:21:21Z	1.437
2015-1-13T5:21:32Z	1.500
2015-1-13T5:21:44Z	1.500
2015-1-13T5:21:55Z	1.437
2015-1-13T5:22:6Z	1.500
2015-1-13T5:22:17Z	1.500
2015-1-13T5:22:28Z	1.437
2015-1-13T5:22:39Z	1.500
2015-1-13T5:22:50Z	1.500
2015-1-13T5:23:1Z	1.500
2015-1-13T5:23:12Z	1.500
2015-1-13T5:23:23Z	1.437
2015-1-13T5:23:34Z	1.437
2015-1-13T5:23:45Z	1.437
2015-1-13T5:23:56Z	1.437
2015-1-13T5:24:7Z	1.500
2015-1-13T5:24:19Z	1.437
2015-1-13T5:24:30Z	1.500
2015-1-13T5:24:41Z	1.437
2015-1-13T5:24:52Z	1.437
2015-1-13T5:25:3Z	1.437
2015-1-13T5:25:14Z	1.500
2015-1-13T5:25:25Z	1.500
2015-1-13T5:25:36Z	1.500
2015-1-13T5:25:47Z	1.500
2015-1-13T5:25:58Z	1.500
2015-1-13T5:26:9Z	1.562
2015-1-13T5:26:20Z	1.500
2015-1-13T5:26:31Z	1.500
2015-1-13T5:26:42Z	1.437
2015-1-13T5:26:54Z	1.437
2015-1-13T5:27:5Z	1.375
2015-1-13T5:27:16Z	1.375
2015-1-13T5:27:27Z	1.437
2015-1-13T5:27:38Z	1.437
2015-1-13T5:27:49Z	1.437
2015-1-13T5:28:0Z	1.500
2015-1-13T5:28:11Z	1.437
2015-1-13T5:28:22Z	1.437
2015-1-13T5:28:33Z	1.437
2015-1-13T5:28:44Z	1.437
2015-1-13T5:28:55Z	1.375
2015-1-13T5:29:6Z	1.375
2015-1-13T5:29:17Z	1.375
2015-1-13T5:29:29Z	1.375
2015-1-13T5:29:40Z	1.375
2015-1-13T5:29:51Z	1.437
2015-1-13T5:30:2Z	1.375
2015-1-13T5:30:13Z	1.437
2015-1-13T5:30:24Z	1.437
2015-1-13T5:30:35Z	1.437
2015-1-13T5:30:46Z	1.375
2015-1-13T5:30:57Z	1.437
2015-1-13T5:31:8Z	1.375
2015-1-13T5:31:19Z	1.375
2015-1-13T5:31:30Z	1.375
2015-1-13T5:31:41Z	1.437
2015-1-13T5:31:52Z	1.437
2015-1-13T5:32:4Z	1.375
2015-1-13T5:32:15Z	1.437
2015-1-13T5:32:26Z	1.437
2015-1-13T5:32:37Z	1.437
2015-1-13T5:32:48Z	1.437
2015-1-13T5:32:59Z	1.437
2015-1-13T5:33:10Z	1.375
2015-1-13T5:33:21Z	1.375
2015-1-13T5:33:32Z	1.375
2015-1-13T5:33:43Z	1.312
2015-1-13T5:33:54Z	1.375
2015-1-13T5:34:5Z	1.375
2015-1-13T5:34:16Z	1.375
2015-1-13T5:34:27Z	1.375
2015-1-13T5:34:38Z	1.375
2015-1-13T5:34:50Z	1.375
2015-1-13T5:35:1Z	1.312
2015-1-13T5:35:12Z	1.312
2015-1-13T5:35:23Z	1.312
2015-1-13T5:35:34Z	1.312
2015-1-13T5:35:45Z	1.375
2015-1-13T5:35:56Z	1.312
2015-1-13T5:36:7Z	1.312
2015-1-13T5:36:18Z	1.375
2015-1-13T5:36:29Z	1.375
2015-1-13T5:36:40Z	1.312
2015-1-13T5:36:51Z	1.312
2015-1-13T5:37:2Z	1.312
2015-1-13T5:37:13Z	1.312
2015-1-13T5:37:25Z	1.312
2015-1-13T5:37:36Z	1.312
2015-1-13T5:37:47Z	1.312
2015-1-13T5:37:58Z	1.312
2015-1-13T5:38:9Z	1.312
2015-1-13T5:38:20Z	1.312
2015-1-13T5:38:31Z	1.312
2015-1-13T5:38:42Z	1.250
2015-1-13T5:38:53Z	1.250
2015-1-13T5:39:4Z	1.250
2015-1-13T5:39:15Z	1.312
2015-1-13T5:39:26Z	1.312
2015-1-13T5:39:37Z	1.312
2015-1-13T5:39:48Z	1.312
2015-1-13T5:40:0Z	1.312
2015-1-13T5:40:11Z	1.312
2015-1-13T5:40:22Z	1.312
2015-1-13T5:40:33Z	1.312
2015-1-13T5:40:44Z	1.312
2015-1-13T5:40:55Z	1.312
2015-1-13T5:41:6Z	1.312
2015-1-13T5:41:17Z	1.375
2015-1-13T5:41:28Z	1.375
2015-1-13T5:41:39Z	1.375
2015-1-13T5:41:50Z	1.375
2015-1-13T5:42:1Z	1.375
2015-1-13T5:42:12Z	1.375
2015-1-13T5:42:23Z	1.312
2015-1-13T5:42:35Z	1.312
2015-1-13T5:42:46Z	1.312
2015-1-13T5:42:57Z	1.312
2015-1-13T5:43:8Z	1.312
2015-1-13T5:43:19Z	1.312
2015-1-13T5:43:30Z	1.312
2015-1-13T5:43:41Z	1.312
2015-1-13T5:43:52Z	1.312
2015-1-13T5:44:3Z	1.312
2015-1-13T5:44:14Z	1.312
2015-1-13T5:44:25Z	1.312
